resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,run_name,spec_hash,simulation_hash,tile_class,tile_out_width,tile_out_height,tile_count,stage,stage_op,stage_m,stage_n,stage_k,stage_macs_per_tile,stage_input_pixels_with_halo,stage_output_pixels,cycles_per_tile,compute_cycles_per_tile,stall_cycles_per_tile,scaled_cycles,scaled_stall_cycles,scaled_macs,scaled_sram_accesses,scaled_dram_accesses,overall_util_pct,mapping_efficiency_pct,compute_util_pct,analytical_lower_bound_ms,energy_mac_pj,energy_sram_pj,energy_dram_pj,energy_total_pj,energy_total_mj
1080p,1920,1080,128,128,7,64,256,200.0,os,run_05cbcfc55440,f7e01d99bf05,81d551666a14,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,35017.0,34559.0,0.0,4202040.0,0.0,35389440,26112000.0,96044160.0,0.2083393616713446,3.125,0.2083333333333328,0.033918750000000004,7077888.0,130560000.0,9604416000.0,9742053888.0,9.742053888
hires,2048,2048,128,128,7,64,256,200.0,os,run_05cbcfc55440,36cabd859b34,81d551666a14,full,128,128,256,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,149732.0,149356.0,104557.0,38331392.0,26766592.0,205520896,221315072.0,7632533504.0,0.1312300811483971,1.5625,0.4375000000000013,0.068608,41104179.2,1106575360.0,763253350400.0,764401029939.2,764.4010299391999
hires,2048,2048,128,128,7,64,256,200.0,os,run_05cbcfc55440,36cabd859b34,81d551666a14,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,35017.0,34559.0,0.0,8964352.0,0.0,75497472,55705600.0,204894208.0,0.2083393616713446,3.125,0.2083333333333328,0.068608,15099494.4,278528000.0,20489420800.0,20783048294.4,20.7830482944
720p,1280,720,128,128,11,128,1024,200.0,ws,run_0629fa33c176,,,full,128,128,50,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,18027.0,16765.0,0.0,901350.0,0.0,99123200,99948450.0,107889200.0,0.7217417238294065,0.738525390625,0.7162730124903806,0.007818750000000001,19824640.0,499742250.0,10788920000.0,11308486890.0,11.30848689
720p,1280,720,128,128,11,128,1024,200.0,ws,run_0629fa33c176,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,18109.0,16765.0,0.0,905450.0,0.0,14745600,9012100.0,13508400.0,0.1073665374291679,0.10986328125,0.1065530101225359,0.007818750000000001,2949120.0,45060500.0,1350840000.0,1398849620.0,1.39884962
1080p,1920,1080,128,128,11,128,1024,200.0,ws,run_0629fa33c176,acb47799144a,73a1103f6054,full,128,128,120,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,18027.0,16765.0,0.0,2163240.0,0.0,237895680,239876280.0,258934080.0,0.7217417238294065,0.738525390625,0.7162730124903806,0.0175921875,47579136.0,1199381400.0,25893408000.0,27140368536.0,27.140368536
1080p,1920,1080,128,128,11,128,1024,200.0,ws,run_0629fa33c176,acb47799144a,73a1103f6054,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,18109.0,16765.0,0.0,2173080.0,0.0,35389440,21629040.0,32420160.0,0.1073665374291679,0.10986328125,0.1065530101225359,0.0175921875,7077888.0,108145200.0,3242016000.0,3357239088.0,3.357239088
hires,2048,2048,128,128,11,128,1024,200.0,ws,run_0629fa33c176,0586d2d487e4,73a1103f6054,full,128,128,256,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,18027.0,16765.0,0.0,4614912.0,0.0,507510784,511736064.0,552392704.0,0.7217417238294065,0.738525390625,0.7162730124903806,0.035584,101502156.80000001,2558680320.0,55239270400.0,57899452876.8,57.899452876800005
hires,2048,2048,128,128,11,128,1024,200.0,ws,run_0629fa33c176,0586d2d487e4,73a1103f6054,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,18109.0,16765.0,0.0,4635904.0,0.0,75497472,46141952.0,69163008.0,0.1073665374291679,0.10986328125,0.1065530101225359,0.035584,15099494.4,230709760.0,6916300800.0,7162110054.4,7.162110054399999
720p,1280,720,128,128,5,32,256,50.0,os,run_069c6396516b,,,full,128,128,50,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,1232292.0,1230787.0,1186244.0,61614600.0,59312200.0,20480000,23577600.0,3075439200.0,0.0324995307880242,3.125,0.8979885057471252,0.0387,4096000.0,117888000.0,307543920000.0,307665904000.0,307.665904
720p,1280,720,128,128,5,32,256,50.0,os,run_069c6396516b,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38184.0,36351.0,0.0,1909200.0,0.0,14745600,11110400.0,39938400.0,0.7922753156721961,6.25,0.7922535211267545,0.0387,2949120.0,55552000.0,3993840000.0,4052341120.0,4.05234112
1080p,1920,1080,128,128,5,32,256,50.0,os,run_069c6396516b,9f4eb923f506,45d9bb67a909,full,128,128,120,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,1232292.0,1230787.0,1186244.0,147875040.0,142349280.0,49152000,56586240.0,7381054080.0,0.0324995307880242,3.125,0.8979885057471252,0.087075,9830400.0,282931200.0,738105408000.0,738398169600.0,738.3981696
1080p,1920,1080,128,128,5,32,256,50.0,os,run_069c6396516b,9f4eb923f506,45d9bb67a909,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38184.0,36351.0,0.0,4582080.0,0.0,35389440,26664960.0,95852160.0,0.7922753156721961,6.25,0.7922535211267545,0.087075,7077888.0,133324800.0,9585216000.0,9725618688.0,9.725618688
hires,2048,2048,128,128,5,32,256,50.0,os,run_069c6396516b,9ddf41f064af,45d9bb67a909,full,128,128,256,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,1232292.0,1230787.0,1186244.0,315466752.0,303678464.0,104857600,120717312.0,15746248704.0,0.0324995307880242,3.125,0.8979885057471252,0.176128,20971520.0,603586560.0,1574624870400.0,1575249428480.0,1575.24942848
hires,2048,2048,128,128,5,32,256,50.0,os,run_069c6396516b,9ddf41f064af,45d9bb67a909,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38184.0,36351.0,0.0,9775104.0,0.0,75497472,56885248.0,204484608.0,0.7922753156721961,6.25,0.7922535211267545,0.176128,15099494.4,284426240.0,20448460800.0,20747986534.4,20.747986534400003
720p,1280,720,128,128,11,8,4096,200.0,os,run_06ad22cb36e7,,,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,177569.0,172799.0,0.0,1775690.0,0.0,12390400,14246400.0,18988400.0,11.203768540327202,12.5,11.2037037037037,2.0016000000000003,2478080.0,71232000.0,1898840000.0,1972550080.0,1.97255008
720p,1280,720,128,128,11,8,4096,200.0,os,run_06ad22cb36e7,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,30002.0,29439.0,0.0,300020.0,0.0,1843200,1561600.0,1128800.0,9.782940996637114,25.0,9.78260869565196,2.0016000000000003,368640.0,7808000.0,112880000.0,121056640.0,0.12105664
720p,1280,720,128,128,5,16,4096,800.0,os,run_06b0f50422b2,,,bottom_edge,128,80,10,gaussian_k5,gaussian,10240,1,25,256000,11088,10240,35531.0,35199.0,0.0,355310.0,0.0,2560000,3027200.0,2670400.0,2.840989800846615,6.25,2.8409090909091117,0.1548,512000.0,15136000.0,267040000.0,282688000.0,0.282688
720p,1280,720,128,128,5,16,4096,800.0,os,run_06b0f50422b2,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,25100.0,24959.0,0.0,251000.0,0.0,1843200,1446400.0,1140800.0,2.8847309587723866,12.5,2.8846153846153593,0.1548,368640.0,7232000.0,114080000.0,121680640.0,0.12168064
1080p,1920,1080,128,128,5,16,256,800.0,os,run_071b9e6159f5,d55337a6717b,071b9e6159f5,bottom_edge,128,56,15,gaussian_k5,gaussian,7168,1,25,179200,7920,7168,24721.0,24639.0,0.0,370815.0,0.0,2688000,3178560.0,8999520.0,2.8410243922237104,6.25,2.8409090909091166,0.3483,537600.0,15892800.0,899952000.0,916382400.0,0.9163824
1080p,1920,1080,128,128,5,16,256,800.0,os,run_071b9e6159f5,d55337a6717b,071b9e6159f5,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,17562.0,17471.0,0.0,263430.0,0.0,1935360,1518720.0,2003040.0,2.884780493389045,12.5,2.884615384615372,0.3483,387072.0,7593600.0,200304000.0,208284672.0,0.208284672
720p,1280,720,128,128,5,128,4096,50.0,os,run_0742109c0396,,,bottom_edge,128,80,10,gaussian_k5,gaussian,10240,1,25,256000,11088,10240,27643.0,22319.0,0.0,276430.0,0.0,2560000,2887200.0,2694400.0,0.0700076168287109,0.78125,0.0700044802867382,0.018432,512000.0,14436000.0,269440000.0,284388000.0,0.284388
720p,1280,720,128,128,5,128,4096,50.0,os,run_0742109c0396,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,23292.0,21039.0,0.0,232920.0,0.0,1843200,1345600.0,1138800.0,0.0534721231997718,1.5625,0.0534695817490493,0.018432,368640.0,6728000.0,113880000.0,120976640.0,0.12097664
1080p,1920,1080,128,128,3,32,1024,50.0,os,run_079debcf3c56,d588fb3de693,079debcf3c56,bottom_edge,128,56,15,gaussian_k3,gaussian,7168,1,9,64512,7540,7168,17337.0,15903.0,0.0,260055.0,0.0,967680,1320480.0,1080270.0,0.3961516694963214,3.125,0.3961267605633785,0.054675,193536.0,6602400.0,108027000.0,114822936.0,0.114822936
1080p,1920,1080,128,128,3,32,1024,50.0,os,run_079debcf3c56,d588fb3de693,079debcf3c56,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,17480.0,15903.0,0.0,262200.0,0.0,1935360,1458240.0,1187790.0,0.7923033389926429,6.25,0.7922535211267571,0.054675,387072.0,7291200.0,118779000.0,126457272.0,0.126457272
720p,1280,720,128,128,5,16,256,800.0,os,run_07ea73843f4c,,,full,128,128,50,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,56413.0,56319.0,0.0,2820650.0,0.0,20480000,24217600.0,373819200.0,2.840959534082637,6.25,2.8409090909090677,0.1548,4096000.0,121088000.0,37381920000.0,37507104000.0,37.507104
720p,1280,720,128,128,5,16,256,800.0,os,run_07ea73843f4c,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,40049.0,39935.0,0.0,2002450.0,0.0,14745600,11571200.0,40158400.0,2.8846876173782396,12.5,2.884615384615348,0.1548,2949120.0,57856000.0,4015840000.0,4076645120.0,4.07664512
1080p,1920,1080,128,128,5,16,256,800.0,os,run_07ea73843f4c,a54011020912,0746244e38d7,full,128,128,120,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,56413.0,56319.0,0.0,6769560.0,0.0,49152000,58122240.0,897166080.0,2.840959534082637,6.25,2.8409090909090677,0.3483,9830400.0,290611200.0,89716608000.0,90017049600.0,90.0170496
1080p,1920,1080,128,128,5,16,256,800.0,os,run_07ea73843f4c,a54011020912,0746244e38d7,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,40049.0,39935.0,0.0,4805880.0,0.0,35389440,27770880.0,96380160.0,2.8846876173782396,12.5,2.884615384615348,0.3483,7077888.0,138854400.0,9638016000.0,9783948288.0,9.783948288
hires,2048,2048,128,128,5,16,256,800.0,os,run_07ea73843f4c,ea8c8be9c4eb,0746244e38d7,full,128,128,256,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,56413.0,56319.0,0.0,14441728.0,0.0,104857600,123994112.0,1913954304.0,2.840959534082637,6.25,2.8409090909090677,0.704512,20971520.0,619970560.0,191395430400.0,192036372480.0,192.03637248
hires,2048,2048,128,128,5,16,256,800.0,os,run_07ea73843f4c,ea8c8be9c4eb,0746244e38d7,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,40049.0,39935.0,0.0,10252544.0,0.0,75497472,59244544.0,205611008.0,2.8846876173782396,12.5,2.884615384615348,0.704512,15099494.4,296222720.0,20561100800.0,20872423014.4,20.872423014400002
720p,1280,720,128,128,7,32,1024,800.0,ws,run_0801c13aa324,,,full,128,128,50,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,33291.0,32955.0,0.0,1664550.0,0.0,40140800,41781650.0,49078400.0,2.3790016689424975,2.392578125,2.3744624144406083,0.0603,8028160.0,208908250.0,4907840000.0,5124776410.0,5.12477641
720p,1280,720,128,128,7,32,1024,800.0,ws,run_0801c13aa324,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,16813.0,16477.0,0.0,840650.0,0.0,14745600,9012100.0,13518400.0,1.7478909995751657,1.7578125,1.7445029983645284,0.0603,2949120.0,45060500.0,1351840000.0,1399849620.0,1.39984962
1080p,1920,1080,128,128,7,32,1024,800.0,ws,run_0801c13aa324,c70fda1744f0,c879d1832eec,full,128,128,120,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,33291.0,32955.0,0.0,3994920.0,0.0,96337920,100275960.0,117788160.0,2.3790016689424975,2.392578125,2.3744624144406083,0.13567500000000002,19267584.0,501379800.0,11778816000.0,12299463384.0,12.299463384
1080p,1920,1080,128,128,7,32,1024,800.0,ws,run_0801c13aa324,c70fda1744f0,c879d1832eec,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,16813.0,16477.0,0.0,2017560.0,0.0,35389440,21629040.0,32444160.0,1.7478909995751657,1.7578125,1.7445029983645284,0.13567500000000002,7077888.0,108145200.0,3244416000.0,3359639088.0,3.359639088
hires,2048,2048,128,128,7,32,1024,800.0,ws,run_0801c13aa324,261d7033b25c,c879d1832eec,full,128,128,256,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,33291.0,32955.0,0.0,8522496.0,0.0,205520896,213922048.0,251281408.0,2.3790016689424975,2.392578125,2.3744624144406083,0.274432,41104179.2,1069610240.0,25128140800.0,26238855219.2,26.2388552192
hires,2048,2048,128,128,7,32,1024,800.0,ws,run_0801c13aa324,261d7033b25c,c879d1832eec,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,16813.0,16477.0,0.0,4304128.0,0.0,75497472,46141952.0,69214208.0,1.7478909995751657,1.7578125,1.7445029983645284,0.274432,15099494.4,230709760.0,6921420800.0,7167230054.4,7.1672300544
720p,1280,720,128,128,3,8,4096,50.0,ws,run_081c612c334a,,,bottom_edge,128,80,10,gaussian_k3,gaussian,10240,1,9,92160,10660,10240,24209.0,20523.0,0.0,242090.0,0.0,921600,1126490.0,1844300.0,7.016518052916241,7.03125,7.011393514460999,0.38880000000000003,184320.0,5632450.0,184430000.0,190246770.0,0.19024677
720p,1280,720,128,128,3,8,4096,50.0,ws,run_081c612c334a,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,24619.0,20523.0,0.0,246190.0,0.0,1843200,1331380.0,2049100.0,14.033036105832482,14.0625,14.022787028921998,0.38880000000000003,368640.0,6656900.0,204910000.0,211935540.0,0.21193554
720p,1280,720,128,128,7,64,256,50.0,ws,run_0826d71ace1a,,,bottom_edge,128,80,10,gaussian_k7,gaussian,10240,1,49,501760,11524,10240,11811.0,10429.0,0.0,118110.0,0.0,5017600,5120490.0,5434900.0,1.1746092626330424,1.1962890625,1.1674449633088726,0.018432,1003520.0,25602450.0,543490000.0,570095970.0,0.57009597
720p,1280,720,128,128,7,64,256,50.0,ws,run_0826d71ace1a,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,12016.0,10429.0,0.0,120160.0,0.0,1843200,1126580.0,1388800.0,0.4314891168856074,0.439453125,0.4288573334604022,0.018432,368640.0,5632900.0,138880000.0,144881540.0,0.14488154
720p,1280,720,128,128,7,64,1024,800.0,ws,run_08d3e7b48cc1,,,bottom_edge,128,80,10,gaussian_k7,gaussian,10240,1,49,501760,11524,10240,10737.0,10429.0,0.0,107370.0,0.0,5017600,5120490.0,7238400.0,1.1746092626330424,1.1962890625,1.1674449633088726,0.015075,1003520.0,25602450.0,723840000.0,750445970.0,0.75044597
720p,1280,720,128,128,7,64,1024,800.0,ws,run_08d3e7b48cc1,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,10750.0,10429.0,0.0,107500.0,0.0,1843200,1126580.0,2580800.0,0.4314891168856074,0.439453125,0.4288573334604022,0.015075,368640.0,5632900.0,258080000.0,264081540.0,0.26408154
720p,1280,720,128,128,3,64,1024,50.0,os,run_09008a431249,,,full,128,128,50,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,37836.0,34559.0,0.0,1891800.0,0.0,7372800,9945600.0,8224200.0,0.1041696808356723,1.5625,0.1041666666666664,0.018432,1474560.0,49728000.0,822420000.0,873622560.0,0.87362256
720p,1280,720,128,128,3,64,1024,50.0,os,run_09008a431249,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38164.0,34559.0,0.0,1908200.0,0.0,14745600,10880000.0,9043400.0,0.2083393616713446,3.125,0.2083333333333328,0.018432,2949120.0,54400000.0,904340000.0,961689120.0,0.96168912
1080p,1920,1080,128,128,3,64,1024,50.0,os,run_09008a431249,cbbfa1c77574,6b8b81d22e67,full,128,128,120,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,37836.0,34559.0,0.0,4540320.0,0.0,17694720,23869440.0,19738080.0,0.1041696808356723,1.5625,0.1041666666666664,0.041472,3538944.0,119347200.0,1973808000.0,2096694144.0,2.096694144
1080p,1920,1080,128,128,3,64,1024,50.0,os,run_09008a431249,cbbfa1c77574,6b8b81d22e67,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38164.0,34559.0,0.0,4579680.0,0.0,35389440,26112000.0,21704160.0,0.2083393616713446,3.125,0.2083333333333328,0.041472,7077888.0,130560000.0,2170416000.0,2308053888.0,2.308053888
hires,2048,2048,128,128,3,64,1024,50.0,os,run_09008a431249,266faee4bf97,6b8b81d22e67,full,128,128,256,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,37836.0,34559.0,0.0,9686016.0,0.0,37748736,50921472.0,42107904.0,0.1041696808356723,1.5625,0.1041666666666664,0.08388608,7549747.2,254607360.0,4210790400.0,4472947507.2,4.4729475072
hires,2048,2048,128,128,3,64,1024,50.0,os,run_09008a431249,266faee4bf97,6b8b81d22e67,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38164.0,34559.0,0.0,9769984.0,0.0,75497472,55705600.0,46302208.0,0.2083393616713446,3.125,0.2083333333333328,0.08388608,15099494.4,278528000.0,4630220800.0,4923848294.4,4.9238482944
720p,1280,720,128,128,7,64,4096,800.0,os,run_09134ab8e076,,,full,128,128,50,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,45823.0,44799.0,0.0,2291150.0,0.0,40140800,43225600.0,41139200.0,0.4375097658429875,1.5625,0.4375000000000013,0.015075,8028160.0,216128000.0,4113920000.0,4338076160.0,4.33807616
720p,1280,720,128,128,7,64,4096,800.0,os,run_09134ab8e076,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,34784.0,34559.0,0.0,1739200.0,0.0,14745600,10880000.0,9078400.0,0.2083393616713446,3.125,0.2083333333333328,0.015075,2949120.0,54400000.0,907840000.0,965189120.0,0.96518912
1080p,1920,1080,128,128,7,64,4096,800.0,os,run_09134ab8e076,49bdcf9dd5bd,196b2dac3f18,full,128,128,120,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,45823.0,44799.0,0.0,5498760.0,0.0,96337920,103741440.0,98734080.0,0.4375097658429875,1.5625,0.4375000000000013,0.033918750000000004,19267584.0,518707200.0,9873408000.0,10411382784.0,10.411382784
1080p,1920,1080,128,128,7,64,4096,800.0,os,run_09134ab8e076,49bdcf9dd5bd,196b2dac3f18,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,34784.0,34559.0,0.0,4174080.0,0.0,35389440,26112000.0,21788160.0,0.2083393616713446,3.125,0.2083333333333328,0.033918750000000004,7077888.0,130560000.0,2178816000.0,2316453888.0,2.316453888
hires,2048,2048,128,128,7,64,4096,800.0,os,run_09134ab8e076,f014f1ccf041,196b2dac3f18,full,128,128,256,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,45823.0,44799.0,0.0,11730688.0,0.0,205520896,221315072.0,210632704.0,0.4375097658429875,1.5625,0.4375000000000013,0.068608,41104179.2,1106575360.0,21063270400.0,22210949939.2,22.210949939200002
hires,2048,2048,128,128,7,64,4096,800.0,os,run_09134ab8e076,f014f1ccf041,196b2dac3f18,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,34784.0,34559.0,0.0,8904704.0,0.0,75497472,55705600.0,46481408.0,0.2083393616713446,3.125,0.2083333333333328,0.068608,15099494.4,278528000.0,4648140800.0,4941768294.4,4.941768294399999
720p,1280,720,128,128,7,8,256,200.0,os,run_0941f26b38ef,,,bottom_edge,128,80,10,gaussian_k7,gaussian,10240,1,49,501760,11524,10240,80985.0,80639.0,0.0,809850.0,0.0,5017600,5952000.0,10726400.0,9.722342786988929,12.5,9.722222222222497,0.9648,1003520.0,29760000.0,1072640000.0,1103403520.0,1.10340352
720p,1280,720,128,128,7,8,256,200.0,os,run_0941f26b38ef,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,29836.0,29439.0,0.0,298360.0,0.0,1843200,1561600.0,1386800.0,9.782940996637114,25.0,9.78260869565196,0.9648,368640.0,7808000.0,138680000.0,146856640.0,0.14685664
1080p,1920,1080,128,128,5,32,4096,800.0,ws,run_098a3e881493,32001d1ec8b4,098a3e881493,bottom_edge,128,56,15,gaussian_k5,gaussian,7168,1,25,179200,7920,7168,7556.0,7261.0,0.0,113340.0,0.0,2688000,2795895.0,3563520.0,2.4101363448560806,2.44140625,2.399561223090635,0.087075,537600.0,13979475.0,356352000.0,370869075.0,0.370869075
1080p,1920,1080,128,128,5,32,4096,800.0,ws,run_098a3e881493,32001d1ec8b4,098a3e881493,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,7565.0,7261.0,0.0,113475.0,0.0,1935360,1182990.0,3671040.0,1.735298168296378,1.7578125,1.727684080625257,0.087075,387072.0,5914950.0,367104000.0,373406022.0,0.373406022
720p,1280,720,128,128,3,64,1024,800.0,os,run_09c40f79cc86,,,bottom_edge,128,80,10,gaussian_k3,gaussian,10240,1,9,92160,10660,10240,21727.0,21599.0,0.0,217270.0,0.0,921600,1243200.0,1038400.0,0.1041714894208065,1.5625,0.1041666666666664,0.0060750000000000005,184320.0,6216000.0,103840000.0,110240320.0,0.11024032
720p,1280,720,128,128,3,64,1024,800.0,os,run_09c40f79cc86,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,21740.0,21599.0,0.0,217400.0,0.0,1843200,1360000.0,1140800.0,0.208342978841613,3.125,0.2083333333333329,0.0060750000000000005,368640.0,6800000.0,114080000.0,121248640.0,0.12124864
720p,1280,720,128,128,7,64,1024,200.0,ws,run_09def61b52d9,,,bottom_edge,128,80,10,gaussian_k7,gaussian,10240,1,49,501760,11524,10240,11661.0,10429.0,0.0,116610.0,0.0,5017600,5120490.0,7220400.0,1.1746092626330424,1.1962890625,1.1674449633088726,0.015075,1003520.0,25602450.0,722040000.0,748645970.0,0.74864597
720p,1280,720,128,128,7,64,1024,200.0,ws,run_09def61b52d9,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,11712.0,10429.0,0.0,117120.0,0.0,1843200,1126580.0,2572800.0,0.4314891168856074,0.439453125,0.4288573334604022,0.015075,368640.0,5632900.0,257280000.0,263281540.0,0.26328154
720p,1280,720,128,128,3,64,1024,800.0,ws,run_09f1ea573ca8,,,full,128,128,50,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,16889.0,16573.0,0.0,844450.0,0.0,7372800,8192450.0,12699200.0,0.2172207807880287,0.2197265625,0.2163851655947586,0.0060750000000000005,1474560.0,40962250.0,1269920000.0,1312356810.0,1.31235681
720p,1280,720,128,128,3,64,1024,800.0,ws,run_09f1ea573ca8,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,16909.0,16573.0,0.0,845450.0,0.0,14745600,9012100.0,13518400.0,0.4344415615760574,0.439453125,0.4327703311895173,0.0060750000000000005,2949120.0,45060500.0,1351840000.0,1399849620.0,1.39984962
1080p,1920,1080,128,128,3,64,1024,800.0,ws,run_09f1ea573ca8,7722d6a89819,3be2880997d7,full,128,128,120,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,16889.0,16573.0,0.0,2026680.0,0.0,17694720,19661880.0,30478080.0,0.2172207807880287,0.2197265625,0.2163851655947586,0.01366875,3538944.0,98309400.0,3047808000.0,3149656344.0,3.149656344
1080p,1920,1080,128,128,3,64,1024,800.0,ws,run_09f1ea573ca8,7722d6a89819,3be2880997d7,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,16909.0,16573.0,0.0,2029080.0,0.0,35389440,21629040.0,32444160.0,0.4344415615760574,0.439453125,0.4327703311895173,0.01366875,7077888.0,108145200.0,3244416000.0,3359639088.0,3.359639088
hires,2048,2048,128,128,3,64,1024,800.0,ws,run_09f1ea573ca8,4882fa35ea29,3be2880997d7,full,128,128,256,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,16889.0,16573.0,0.0,4323584.0,0.0,37748736,41945344.0,65019904.0,0.2172207807880287,0.2197265625,0.2163851655947586,0.027648,7549747.2,209726720.0,6501990400.0,6719266867.2,6.7192668672
hires,2048,2048,128,128,3,64,1024,800.0,ws,run_09f1ea573ca8,4882fa35ea29,3be2880997d7,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,16909.0,16573.0,0.0,4328704.0,0.0,75497472,46141952.0,69214208.0,0.4344415615760574,0.439453125,0.4327703311895173,0.027648,15099494.4,230709760.0,6921420800.0,7167230054.4,7.1672300544
720p,1280,720,128,128,3,16,1024,200.0,os,run_0a38ad1e468d,,,full,128,128,50,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,40754.0,39935.0,0.0,2037700.0,0.0,7372800,10291200.0,8209200.0,1.4423438086891198,6.25,1.442307692307674,0.09720000000000001,1474560.0,51456000.0,820920000.0,873850560.0,0.87385056
720p,1280,720,128,128,3,16,1024,200.0,os,run_0a38ad1e468d,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,40836.0,39935.0,0.0,2041800.0,0.0,14745600,11571200.0,9028400.0,2.8846876173782396,12.5,2.884615384615348,0.09720000000000001,2949120.0,57856000.0,902840000.0,963645120.0,0.96364512
1080p,1920,1080,128,128,3,16,1024,200.0,os,run_0a38ad1e468d,cc75aaa2a21b,4488d548c5a9,full,128,128,120,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,40754.0,39935.0,0.0,4890480.0,0.0,17694720,24698880.0,19702080.0,1.4423438086891198,6.25,1.442307692307674,0.2187,3538944.0,123494400.0,1970208000.0,2097241344.0,2.097241344
1080p,1920,1080,128,128,3,16,1024,200.0,os,run_0a38ad1e468d,cc75aaa2a21b,4488d548c5a9,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,40836.0,39935.0,0.0,4900320.0,0.0,35389440,27770880.0,21668160.0,2.8846876173782396,12.5,2.884615384615348,0.2187,7077888.0,138854400.0,2166816000.0,2312748288.0,2.312748288
