resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,run_name,spec_hash,simulation_hash,tile_class,tile_out_width,tile_out_height,tile_count,stage,stage_op,stage_m,stage_n,stage_k,stage_macs_per_tile,stage_input_pixels_with_halo,stage_output_pixels,cycles_per_tile,compute_cycles_per_tile,stall_cycles_per_tile,scaled_cycles,scaled_stall_cycles,scaled_macs,scaled_sram_accesses,scaled_sram_ifmap_reads,scaled_sram_filter_reads,scaled_sram_ofmap_writes,scaled_dram_accesses,scaled_dram_ifmap_reads,scaled_dram_filter_reads,scaled_dram_ofmap_writes,overall_util_pct,mapping_efficiency_pct,compute_util_pct,analytical_lower_bound_ms,energy_backend,energy_model,sram_read_pj_per_byte,sram_write_pj_per_byte,dram_read_pj_per_byte,dram_write_pj_per_byte,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,energy_total_mj
hires,2048,2048,128,128,7,64,256,800.0,ws,run_3f3fa430fafd,450e07c4b560,05f25e2328a4,full,128,128,256,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,16667.0,16573.0,0.0,4266752.0,0.0,205520896,209727744.0,205520896.0,12544.0,4194304.0,217186304.0,212172800.0,819200.0,4194304.0,1.1826464731792674,1.1962890625,1.178097012682575,0.068608,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,47269806.080000006,1027604480.0,62720.0,20971520.0,1048638720.0,33947648000.0,131072000.0,671088640.0,34749808640.0,35845717166.08,35.84571716608
hires,2048,2048,128,128,7,64,256,800.0,ws,run_3f3fa430fafd,450e07c4b560,05f25e2328a4,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,16687.0,16573.0,0.0,4271872.0,0.0,75497472,46141952.0,37748736.0,4608.0,8388608.0,54059008.0,45465600.0,204800.0,8388608.0,0.4344415615760574,0.439453125,0.4327703311895173,0.068608,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,17364418.560000002,188743680.0,23040.0,41943040.0,230709760.0,7274496000.0,32768000.0,1342177280.0,8649441280.0,8897515458.560001,8.897515458560001
1080p,1920,1080,128,128,3,32,256,200.0,os,run_4027db43e4d1,31bcc3e8f9a0,4027db43e4d1,bottom_edge,128,56,15,gaussian_k3,gaussian,7168,1,9,64512,7540,7168,16233.0,15903.0,0.0,243495.0,0.0,967680,1320480.0,967680.0,30240.0,322560.0,1883520.0,1770000.0,6000.0,107520.0,0.3961516694963214,3.125,0.3961267605633785,0.054675,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,222566.40000000002,4838400.0,151200.0,1612800.0,6602400.0,283200000.0,960000.0,17203200.0,301363200.0,308188166.4,0.30818816639999996
1080p,1920,1080,128,128,3,32,256,200.0,os,run_4027db43e4d1,31bcc3e8f9a0,4027db43e4d1,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,16269.0,15903.0,0.0,244035.0,0.0,1935360,1458240.0,967680.0,60480.0,430080.0,1991040.0,1770000.0,6000.0,215040.0,0.7923033389926429,6.25,0.7922535211267571,0.054675,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,302400.0,2150400.0,7291200.0,283200000.0,960000.0,34406400.0,318566400.0,326302732.8,0.3263027328
1080p,1920,1080,128,128,11,64,256,50.0,ws,run_4032052e2658,51715292565d,4032052e2658,bottom_edge,128,56,15,gaussian_k11,gaussian,7168,1,121,867328,9108,7168,18929.0,17465.0,2750.0,283935.0,41250.0,13009920,13226775.0,13009920.0,1815.0,215040.0,13583790.0,13252500.0,116250.0,215040.0,1.2124248496993988,1.47705078125,1.42669451556394,0.07036875,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,2992281.6,65049600.0,9075.0,1075200.0,66133875.0,2120400000.0,18600000.0,34406400.0,2173406400.0,2242532556.6,2.2425325566
1080p,1920,1080,128,128,11,64,256,50.0,ws,run_4032052e2658,51715292565d,4032052e2658,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,8821.0,7357.0,0.0,132315.0,0.0,1935360,1182990.0,967680.0,270.0,215040.0,1991040.0,1767000.0,9000.0,215040.0,0.4281636536631779,0.439453125,0.4244710955396847,0.07036875,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,1350.0,1075200.0,5914950.0,282720000.0,1440000.0,34406400.0,318566400.0,324926482.8,0.3249264828
720p,1280,720,128,128,3,16,256,200.0,os,run_403aa37a366f,,,bottom_edge,128,80,10,gaussian_k3,gaussian,10240,1,9,92160,10660,10240,25305.0,24959.0,0.0,253050.0,0.0,921600,1286400.0,921600.0,57600.0,307200.0,1284400.0,1180000.0,2000.0,102400.0,1.4423654793861933,6.25,1.4423076923076796,0.09720000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,211968.0,4608000.0,288000.0,1536000.0,6432000.0,188800000.0,320000.0,16384000.0,205504000.0,212147968.0,0.212147968
720p,1280,720,128,128,3,16,256,200.0,os,run_403aa37a366f,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,25356.0,24959.0,0.0,253560.0,0.0,1843200,1446400.0,921600.0,115200.0,409600.0,1386800.0,1180000.0,2000.0,204800.0,2.8847309587723866,12.5,2.8846153846153593,0.09720000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,576000.0,2048000.0,7232000.0,188800000.0,320000.0,32768000.0,221888000.0,229543936.0,0.229543936
720p,1280,720,128,128,5,8,1024,800.0,ws,run_405f0e9e072e,,,full,128,128,50,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,66000.0,65623.0,0.0,3300000.0,0.0,20480000,23758050.0,20480000.0,1250.0,3276800.0,26996800.0,23680000.0,40000.0,3276800.0,9.752678176858725,9.765625,9.748370194358133,0.6192,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,4710400.0,102400000.0,6250.0,16384000.0,118790250.0,3788800000.0,6400000.0,524288000.0,4319488000.0,4442988650.0,4.44298865
720p,1280,720,128,128,5,8,1024,800.0,ws,run_405f0e9e072e,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,33188.0,32811.0,0.0,1659400.0,0.0,14745600,10650500.0,7372800.0,900.0,3276800.0,15156800.0,11840000.0,40000.0,3276800.0,14.044070586083937,14.0625,14.037653079875708,0.6192,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,3391488.0,36864000.0,4500.0,16384000.0,53252500.0,1894400000.0,6400000.0,524288000.0,2425088000.0,2481731988.0,2.481731988
1080p,1920,1080,128,128,5,8,1024,800.0,ws,run_405f0e9e072e,241bf217b561,5ce9999f2479,full,128,128,120,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,66000.0,65623.0,0.0,7920000.0,0.0,49152000,57019320.0,49152000.0,3000.0,7864320.0,64792320.0,56832000.0,96000.0,7864320.0,9.752678176858725,9.765625,9.748370194358133,1.3932,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,11304960.0,245760000.0,15000.0,39321600.0,285096600.0,9093120000.0,15360000.0,1258291200.0,10366771200.0,10663172760.0,10.66317276
1080p,1920,1080,128,128,5,8,1024,800.0,ws,run_405f0e9e072e,241bf217b561,5ce9999f2479,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,33188.0,32811.0,0.0,3982560.0,0.0,35389440,25561200.0,17694720.0,2160.0,7864320.0,36376320.0,28416000.0,96000.0,7864320.0,14.044070586083937,14.0625,14.037653079875708,1.3932,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8139571.2,88473600.0,10800.0,39321600.0,127806000.0,4546560000.0,15360000.0,1258291200.0,5820211200.0,5956156771.2,5.9561567712
hires,2048,2048,128,128,5,8,1024,800.0,ws,run_405f0e9e072e,cc89c0000039,5ce9999f2479,full,128,128,256,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,66000.0,65623.0,0.0,16896000.0,0.0,104857600,121641216.0,104857600.0,6400.0,16777216.0,138223616.0,121241600.0,204800.0,16777216.0,9.752678176858725,9.765625,9.748370194358133,2.818048,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,24117248.0,524288000.0,32000.0,83886080.0,608206080.0,19398656000.0,32768000.0,2684354560.0,22115778560.0,22748101888.0,22.748101888
hires,2048,2048,128,128,5,8,1024,800.0,ws,run_405f0e9e072e,cc89c0000039,5ce9999f2479,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,33188.0,32811.0,0.0,8496128.0,0.0,75497472,54530560.0,37748736.0,4608.0,16777216.0,77602816.0,60620800.0,204800.0,16777216.0,14.044070586083937,14.0625,14.037653079875708,2.818048,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,17364418.560000002,188743680.0,23040.0,83886080.0,272652800.0,9699328000.0,32768000.0,2684354560.0,12416450560.0,12706467778.56,12.706467778559999
720p,1280,720,128,128,5,64,4096,800.0,os,run_40baadabbbb9,,,bottom_edge,128,80,10,gaussian_k5,gaussian,10240,1,25,256000,11088,10240,24491.0,24159.0,0.0,244910.0,0.0,2560000,2907200.0,2560000.0,40000.0,307200.0,2678400.0,2560000.0,16000.0,102400.0,0.2587027608758641,1.5625,0.2586920529801319,0.009675,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,588800.0,12800000.0,200000.0,1536000.0,14536000.0,409600000.0,2560000.0,16384000.0,428544000.0,443668800.0,0.4436688
720p,1280,720,128,128,5,64,4096,800.0,os,run_40baadabbbb9,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,21740.0,21599.0,0.0,217400.0,0.0,1843200,1360000.0,921600.0,28800.0,409600.0,1140800.0,928000.0,8000.0,204800.0,0.208342978841613,3.125,0.2083333333333329,0.009675,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,144000.0,2048000.0,6800000.0,148480000.0,1280000.0,32768000.0,182528000.0,189751936.0,0.189751936
1080p,1920,1080,128,128,5,32,1024,800.0,os,run_40e3c5f0905b,ae20f046e46f,40e3c5f0905b,bottom_edge,128,56,15,gaussian_k5,gaussian,7168,1,25,179200,7920,7168,19719.0,19487.0,0.0,295785.0,0.0,2688000,3094560.0,2688000.0,84000.0,322560.0,2807520.0,2688000.0,12000.0,107520.0,0.8980345871606712,3.125,0.8979885057471215,0.087075,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,618240.0,13440000.0,420000.0,1612800.0,15472800.0,430080000.0,1920000.0,17203200.0,449203200.0,465294240.0,0.46529424
1080p,1920,1080,128,128,5,32,1024,800.0,os,run_40e3c5f0905b,ae20f046e46f,40e3c5f0905b,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,16001.0,15903.0,0.0,240015.0,0.0,1935360,1458240.0,967680.0,60480.0,430080.0,1199040.0,972000.0,12000.0,215040.0,0.7923033389926429,6.25,0.7922535211267571,0.087075,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,302400.0,2150400.0,7291200.0,155520000.0,1920000.0,34406400.0,191846400.0,199582732.8,0.19958273280000002
1080p,1920,1080,128,128,3,8,1024,50.0,ws,run_40f6369442e5,3dd14169acde,40f6369442e5,bottom_edge,128,56,15,gaussian_k3,gaussian,7168,1,9,64512,7540,7168,16959.0,14379.0,0.0,254385.0,0.0,967680,1182855.0,967680.0,135.0,215040.0,1937040.0,1720500.0,1500.0,215040.0,7.01022324222825,7.03125,7.002917882451021,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,222566.40000000002,4838400.0,675.0,1075200.0,5914275.0,275280000.0,240000.0,34406400.0,309926400.0,316063241.4,0.3160632414
1080p,1920,1080,128,128,3,8,1024,50.0,ws,run_40f6369442e5,3dd14169acde,40f6369442e5,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,17246.0,14379.0,0.0,258690.0,0.0,1935360,1398030.0,967680.0,270.0,430080.0,2152080.0,1720500.0,1500.0,430080.0,14.0204464844565,14.0625,14.005835764902042,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,1350.0,2150400.0,6990150.0,275280000.0,240000.0,68812800.0,344332800.0,351768082.8,0.3517680828
720p,1280,720,128,128,11,32,4096,800.0,os,run_411c2bb8ee02,,,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,59751.0,58559.0,0.0,597510.0,0.0,12390400,13084800.0,12390400.0,387200.0,307200.0,19022400.0,18880000.0,40000.0,102400.0,2.0662921156440515,3.125,2.0662568306010884,0.12510000000000002,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,2849792.0,61952000.0,1936000.0,1536000.0,65424000.0,3020800000.0,6400000.0,16384000.0,3043584000.0,3111857792.0,3.111857792
720p,1280,720,128,128,11,32,4096,800.0,os,run_411c2bb8ee02,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,22860.0,22719.0,0.0,228600.0,0.0,1843200,1388800.0,921600.0,57600.0,409600.0,1140800.0,928000.0,8000.0,204800.0,0.7922883929750429,6.25,0.7922535211267554,0.12510000000000002,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,288000.0,2048000.0,6944000.0,148480000.0,1280000.0,32768000.0,182528000.0,189895936.0,0.189895936
720p,1280,720,128,128,5,128,1024,200.0,ws,run_416c00844b90,,,bottom_edge,128,80,10,gaussian_k5,gaussian,10240,1,25,256000,11088,10240,11853.0,10621.0,0.0,118530.0,0.0,2560000,2662650.0,2560000.0,250.0,102400.0,4858400.0,4724000.0,32000.0,102400.0,0.147114207701723,0.152587890625,0.1453623592892362,0.004608,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,588800.0,12800000.0,1250.0,512000.0,13313250.0,755840000.0,5120000.0,16384000.0,777344000.0,791246050.0,0.79124605
720p,1280,720,128,128,5,128,1024,200.0,ws,run_416c00844b90,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,11904.0,10621.0,0.0,119040.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,2578800.0,2362000.0,12000.0,204800.0,0.1059222295452405,0.10986328125,0.10466089868825,0.004608,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,900.0,1024000.0,5632900.0,377920000.0,1920000.0,32768000.0,412608000.0,418664836.0,0.418664836
720p,1280,720,128,128,5,64,256,800.0,ws,run_418ad66955cc,,,bottom_edge,128,80,10,gaussian_k5,gaussian,10240,1,25,256000,11088,10240,10515.0,10429.0,0.0,105150.0,0.0,2560000,2662650.0,2560000.0,250.0,102400.0,3078400.0,2960000.0,16000.0,102400.0,0.5992904401188992,0.6103515625,0.5956351853616697,0.009675,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,588800.0,12800000.0,1250.0,512000.0,13313250.0,473600000.0,2560000.0,16384000.0,492544000.0,506446050.0,0.50644605
720p,1280,720,128,128,5,64,256,800.0,ws,run_418ad66955cc,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,10528.0,10429.0,0.0,105280.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,1396800.0,1184000.0,8000.0,204800.0,0.4314891168856074,0.439453125,0.4288573334604022,0.009675,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,900.0,1024000.0,5632900.0,189440000.0,1280000.0,32768000.0,223488000.0,229544836.0,0.229544836
720p,1280,720,128,128,7,64,1024,50.0,os,run_419235da9d78,,,bottom_edge,128,80,10,gaussian_k7,gaussian,10240,1,49,501760,11524,10240,41476.0,36551.0,8552.0,414760.0,85520.0,5017600,5403200.0,5017600.0,78400.0,307200.0,16657400.0,16523500.0,31500.0,102400.0,0.3351481491614456,1.5625,0.437500000000001,0.018432,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1154048.0,25088000.0,392000.0,1536000.0,27016000.0,2643760000.0,5040000.0,16384000.0,2665184000.0,2693354048.0,2.693354048
720p,1280,720,128,128,7,64,1024,50.0,os,run_419235da9d78,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,23852.0,21599.0,0.0,238520.0,0.0,1843200,1360000.0,921600.0,28800.0,409600.0,1132800.0,922000.0,6000.0,204800.0,0.208342978841613,3.125,0.2083333333333329,0.018432,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,144000.0,2048000.0,6800000.0,147520000.0,960000.0,32768000.0,181248000.0,188471936.0,0.188471936
720p,1280,720,128,128,11,8,4096,200.0,ws,run_41d004c6cf5b,,,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,169729.0,164191.0,0.0,1697290.0,0.0,12390400,14030010.0,12390400.0,1210.0,1638400.0,20524400.0,18876000.0,10000.0,1638400.0,11.79114567789952,11.81640625,11.78303632291362,2.0016000000000003,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,2849792.0,61952000.0,6050.0,8192000.0,70150050.0,3020160000.0,1600000.0,262144000.0,3283904000.0,3356903842.0,3.356903842
720p,1280,720,128,128,11,8,4096,200.0,ws,run_41d004c6cf5b,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,21547.0,20523.0,0.0,215470.0,0.0,1843200,1331380.0,921600.0,180.0,409600.0,2051600.0,1640000.0,2000.0,409600.0,14.033036105832482,14.0625,14.022787028921998,2.0016000000000003,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,900.0,2048000.0,6656900.0,262400000.0,320000.0,65536000.0,328256000.0,335336836.0,0.335336836
720p,1280,720,128,128,5,32,256,800.0,ws,run_41fea9d997cd,,,bottom_edge,128,80,10,gaussian_k5,gaussian,10240,1,25,256000,11088,10240,10419.0,10333.0,0.0,104190.0,0.0,2560000,2662650.0,2560000.0,250.0,102400.0,3070400.0,2960000.0,8000.0,102400.0,2.419432884931772,2.44140625,2.41196333815726,0.0387,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,588800.0,12800000.0,1250.0,512000.0,13313250.0,473600000.0,1280000.0,16384000.0,491264000.0,505166050.0,0.50516605
720p,1280,720,128,128,5,32,256,800.0,ws,run_41fea9d997cd,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,10432.0,10333.0,0.0,104320.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,1396800.0,1184000.0,8000.0,204800.0,1.741991677150876,1.7578125,1.7366136034732274,0.0387,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,900.0,1024000.0,5632900.0,189440000.0,1280000.0,32768000.0,223488000.0,229544836.0,0.229544836
720p,1280,720,128,128,11,16,4096,200.0,ws,run_42c6fd224be8,,,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,87415.0,82287.0,0.0,874150.0,0.0,12390400,13210810.0,12390400.0,1210.0,819200.0,19715200.0,18876000.0,20000.0,819200.0,5.8818525404985,5.908203125,5.8732161926026585,0.5004000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,2849792.0,61952000.0,6050.0,4096000.0,66054050.0,3020160000.0,3200000.0,131072000.0,3154432000.0,3223335842.0,3.223335842
720p,1280,720,128,128,11,16,4096,200.0,ws,run_42c6fd224be8,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,11207.0,10285.0,0.0,112070.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,1846800.0,1640000.0,2000.0,204800.0,7.0004861448711715,7.03125,6.989612658965148,0.5004000000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,900.0,1024000.0,5632900.0,262400000.0,320000.0,32768000.0,295488000.0,301544836.0,0.301544836
720p,1280,720,128,128,7,32,1024,200.0,ws,run_42e4ce880ef3,,,bottom_edge,128,80,10,gaussian_k7,gaussian,10240,1,49,501760,11524,10240,21950.0,20667.0,0.0,219500.0,0.0,5017600,5222890.0,5017600.0,490.0,204800.0,7306800.0,7086000.0,16000.0,204800.0,2.3709295011370783,2.392578125,2.3637240713941146,0.0603,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1154048.0,25088000.0,2450.0,1024000.0,26114450.0,1133760000.0,2560000.0,32768000.0,1169088000.0,1196356498.0,1.196356498
720p,1280,720,128,128,7,32,1024,200.0,ws,run_42e4ce880ef3,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,11616.0,10333.0,0.0,116160.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,2570800.0,2362000.0,4000.0,204800.0,1.741991677150876,1.7578125,1.7366136034732274,0.0603,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,900.0,1024000.0,5632900.0,377920000.0,640000.0,32768000.0,411328000.0,417384836.0,0.417384836
720p,1280,720,128,128,3,128,256,800.0,ws,run_42edaf33e496,,,bottom_edge,128,80,10,gaussian_k3,gaussian,10240,1,9,92160,10660,10240,10707.0,10621.0,0.0,107070.0,0.0,921600,1024090.0,921600.0,90.0,102400.0,1302400.0,1184000.0,16000.0,102400.0,0.0529611147726202,0.054931640625,0.052330449344125,0.0015187500000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,211968.0,4608000.0,450.0,512000.0,5120450.0,189440000.0,2560000.0,16384000.0,208384000.0,213716418.0,0.213716418
720p,1280,720,128,128,3,128,256,800.0,ws,run_42edaf33e496,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,10720.0,10621.0,0.0,107200.0,0.0,1843200,1126580.0,921600.0,180.0,204800.0,1404800.0,1184000.0,16000.0,204800.0,0.1059222295452405,0.10986328125,0.10466089868825,0.0015187500000000001,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,900.0,1024000.0,5632900.0,189440000.0,2560000.0,32768000.0,224768000.0,230824836.0,0.230824836
720p,1280,720,128,128,5,64,1024,50.0,os,run_42f22a1c9621,,,bottom_edge,128,80,10,gaussian_k5,gaussian,10240,1,25,256000,11088,10240,29084.0,24159.0,0.0,290840.0,0.0,2560000,2907200.0,2560000.0,40000.0,307200.0,4839400.0,4721000.0,16000.0,102400.0,0.2587027608758641,1.5625,0.2586920529801319,0.018432,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,588800.0,12800000.0,200000.0,1536000.0,14536000.0,755360000.0,2560000.0,16384000.0,774304000.0,789428800.0,0.7894288
720p,1280,720,128,128,5,64,1024,50.0,os,run_42f22a1c9621,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,23852.0,21599.0,0.0,238520.0,0.0,1843200,1360000.0,921600.0,28800.0,409600.0,1132800.0,922000.0,6000.0,204800.0,0.208342978841613,3.125,0.2083333333333329,0.018432,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,423936.0,4608000.0,144000.0,2048000.0,6800000.0,147520000.0,960000.0,32768000.0,181248000.0,188471936.0,0.188471936
1080p,1920,1080,128,128,11,16,256,50.0,os,run_4317ca79fa7f,bb3e47911d52,4317ca79fa7f,bottom_edge,128,56,15,gaussian_k11,gaussian,7168,1,121,867328,9108,7168,68968.0,67647.0,0.0,1034520.0,0.0,13009920,14145600.0,13009920.0,813120.0,322560.0,39894270.0,39757500.0,29250.0,107520.0,5.00835218117581,6.25,5.0082781456953915,1.1259,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,2992281.6,65049600.0,4065600.0,1612800.0,70728000.0,6361200000.0,4680000.0,17203200.0,6383083200.0,6456803481.6,6.456803481600001
1080p,1920,1080,128,128,11,16,256,50.0,os,run_4317ca79fa7f,bb3e47911d52,4317ca79fa7f,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,18935.0,17471.0,0.0,284025.0,0.0,1935360,1518720.0,967680.0,120960.0,430080.0,1984290.0,1767000.0,2250.0,215040.0,2.884780493389045,12.5,2.884615384615372,1.1259,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,604800.0,2150400.0,7593600.0,282720000.0,360000.0,34406400.0,317486400.0,325525132.8,0.3255251328
1080p,1920,1080,128,128,7,64,1024,200.0,ws,run_4357238132aa,b7388dab7e0f,4357238132aa,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,8573.0,7357.0,0.0,128595.0,0.0,5268480,5376735.0,5268480.0,735.0,107520.0,7241520.0,7086000.0,48000.0,107520.0,1.165556612749762,1.1962890625,1.1555046489691416,0.033918750000000004,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,1211750.4000000001,26342400.0,3675.0,537600.0,26883675.0,1133760000.0,7680000.0,17203200.0,1158643200.0,1186738625.4,1.1867386254
1080p,1920,1080,128,128,7,64,1024,200.0,ws,run_4357238132aa,b7388dab7e0f,4357238132aa,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,8609.0,7357.0,0.0,129135.0,0.0,1935360,1182990.0,967680.0,270.0,215040.0,3767040.0,3543000.0,9000.0,215040.0,0.4281636536631779,0.439453125,0.4244710955396847,0.033918750000000004,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,445132.80000000005,4838400.0,1350.0,1075200.0,5914950.0,566880000.0,1440000.0,34406400.0,602726400.0,609086482.8,0.6090864828
