resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,total_cycles,total_stall_cycles,total_macs,total_sram_accesses,total_sram_ifmap_reads,total_sram_filter_reads,total_sram_ofmap_writes,total_dram_accesses,total_dram_ifmap_reads,total_dram_filter_reads,total_dram_ofmap_writes,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,analytical_lower_bound_ms,energy_backend,energy_model,sram_read_pj_per_byte,sram_write_pj_per_byte,dram_read_pj_per_byte,dram_write_pj_per_byte,latency_ms,num_pes,cycles_x_pes,stall_pct,energy_total_mj,edp_mj_ms,average_power_w_at_30fps
1080p,1920,1080,128,128,7,8,256,200.0,os,22401450.0,0.0,138931200,152150400.0,120268800.0,17366400.0,14515200.0,321361800.0,315060000.0,81000.0,6220800.0,138931200.0,962150400.0,138931200.0,101606400.0,1202688000.0,315060000.0,81000.0,6220800.0,321361800.0,1662981000.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,22.40145,64,1433692800.0,0.0,1.662981,37.25318572245,0.04988943
1080p,1920,1080,128,128,7,8,256,200.0,ws,18811845.0,0.0,138931200,143087445.0,120268800.0,9045.0,22809600.0,150330600.0,127440000.0,81000.0,22809600.0,138931200.0,962150400.0,72360.0,159667200.0,1121889960.0,127440000.0,81000.0,22809600.0,150330600.0,1411151760.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,18.811845,64,1203958080.0,0.0,1.41115176,26.546368180597206,0.0423345528
1080p,1920,1080,128,128,7,8,256,800.0,is,54203205.0,0.0,138931200,160444800.0,120268800.0,17366400.0,22809600.0,3155001600.0,3131976000.0,216000.0,22809600.0,138931200.0,962150400.0,138931200.0,159667200.0,1260748800.0,3131976000.0,216000.0,22809600.0,3155001600.0,4554681600.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,54.203205,64,3469005120.0,0.0,4.5546816,246.87834047452802,0.136640448
1080p,1920,1080,128,128,7,8,256,800.0,os,22318485.0,0.0,138931200,152150400.0,120268800.0,17366400.0,14515200.0,322564800.0,316128000.0,216000.0,6220800.0,138931200.0,962150400.0,138931200.0,101606400.0,1202688000.0,316128000.0,216000.0,6220800.0,322564800.0,1664184000.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,22.318485,64,1428383040.0,0.0,1.664184,37.14206564124,0.04992552
1080p,1920,1080,128,128,7,8,256,800.0,ws,18719535.0,0.0,138931200,143087445.0,120268800.0,9045.0,22809600.0,150897600.0,127872000.0,216000.0,22809600.0,138931200.0,962150400.0,72360.0,159667200.0,1121889960.0,127872000.0,216000.0,22809600.0,150897600.0,1411718760.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,18.719535,64,1198050240.0,0.0,1.41171876,26.426718737976604,0.0423515628
1080p,1920,1080,128,128,7,8,1024,50.0,is,55639230.0,0.0,138931200,160444800.0,120268800.0,17366400.0,22809600.0,643425600.0,620595750.0,20250.0,22809600.0,138931200.0,962150400.0,138931200.0,159667200.0,1260748800.0,620595750.0,20250.0,22809600.0,643425600.0,2043105600.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,55.63923,64,3560910720.0,0.0,2.0431056,113.676822392688,0.061293168
1080p,1920,1080,128,128,7,8,1024,50.0,os,23425905.0,0.0,138931200,152150400.0,120268800.0,17366400.0,14515200.0,145342050.0,139053750.0,67500.0,6220800.0,138931200.0,962150400.0,138931200.0,101606400.0,1202688000.0,139053750.0,67500.0,6220800.0,145342050.0,1486961250.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,23.425905,64,1499257920.0,0.0,1.48696125,34.83341298118125,0.0446088375
1080p,1920,1080,128,128,7,8,1024,50.0,ws,20383125.0,0.0,138931200,143087445.0,120268800.0,9045.0,22809600.0,173309100.0,150432000.0,67500.0,22809600.0,138931200.0,962150400.0,72360.0,159667200.0,1121889960.0,150432000.0,67500.0,22809600.0,173309100.0,1434130260.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,20.383125,64,1304520000.0,0.0,1.43413026,29.2320563558625,0.0430239078
1080p,1920,1080,128,128,7,8,1024,200.0,is,54539265.0,0.0,138931200,160444800.0,120268800.0,17366400.0,22809600.0,643854600.0,620991000.0,54000.0,22809600.0,138931200.0,962150400.0,138931200.0,159667200.0,1260748800.0,620991000.0,54000.0,22809600.0,643854600.0,2043534600.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,54.539265,64,3490512960.0,0.0,2.0435346,111.452875086069,0.061306038
1080p,1920,1080,128,128,7,8,1024,200.0,os,22574640.0,0.0,138931200,152150400.0,120268800.0,17366400.0,14515200.0,145444800.0,139143000.0,81000.0,6220800.0,138931200.0,962150400.0,138931200.0,101606400.0,1202688000.0,139143000.0,81000.0,6220800.0,145444800.0,1487064000.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,22.57464,64,1444776960.0,0.0,1.487064,33.56993445696,0.04461192
1080p,1920,1080,128,128,7,8,1024,200.0,ws,19112520.0,0.0,138931200,143087445.0,120268800.0,9045.0,22809600.0,173418600.0,150528000.0,81000.0,22809600.0,138931200.0,962150400.0,72360.0,159667200.0,1121889960.0,150528000.0,81000.0,22809600.0,173418600.0,1434239760.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,19.11252,64,1223201280.0,0.0,1.43423976,27.411936097795202,0.0430271928
1080p,1920,1080,128,128,7,8,1024,800.0,is,54264240.0,0.0,138931200,160444800.0,120268800.0,17366400.0,22809600.0,645597600.0,622572000.0,216000.0,22809600.0,138931200.0,962150400.0,138931200.0,159667200.0,1260748800.0,622572000.0,216000.0,22809600.0,645597600.0,2045277600.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,54.26424,64,3472911360.0,0.0,2.0452776,110.98543455302399,0.061358328
1080p,1920,1080,128,128,7,8,1024,800.0,os,22361880.0,0.0,138931200,152150400.0,120268800.0,17366400.0,14515200.0,145936800.0,139500000.0,216000.0,6220800.0,138931200.0,962150400.0,138931200.0,101606400.0,1202688000.0,139500000.0,216000.0,6220800.0,145936800.0,1487556000.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,22.36188,64,1431160320.0,0.0,1.487556,33.264548765280004,0.04462668
1080p,1920,1080,128,128,7,8,1024,800.0,ws,18794835.0,0.0,138931200,143087445.0,120268800.0,9045.0,22809600.0,173937600.0,150912000.0,216000.0,22809600.0,138931200.0,962150400.0,72360.0,159667200.0,1121889960.0,150912000.0,216000.0,22809600.0,173937600.0,1434758760.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,18.794835,64,1202869440.0,0.0,1.43475876,26.9660541590046,0.0430427628
1080p,1920,1080,128,128,7,8,4096,50.0,is,57034110.0,0.0,138931200,160444800.0,120268800.0,17366400.0,22809600.0,143108850.0,120279000.0,20250.0,22809600.0,138931200.0,962150400.0,138931200.0,159667200.0,1260748800.0,120279000.0,20250.0,22809600.0,143108850.0,1542788850.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,57.03411,64,3650183040.0,0.0,1.54278885,87.9915889776735,0.0462836655
1080p,1920,1080,128,128,7,8,4096,50.0,os,24820785.0,0.0,138931200,152150400.0,120268800.0,17366400.0,14515200.0,126567300.0,120279000.0,67500.0,6220800.0,138931200.0,962150400.0,138931200.0,101606400.0,1202688000.0,120279000.0,67500.0,6220800.0,126567300.0,1468186500.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,24.820785,64,1588530240.0,0.0,1.4681865,36.441541456402504,0.044045595
1080p,1920,1080,128,128,7,8,4096,50.0,ws,22130985.0,0.0,138931200,143087445.0,120268800.0,9045.0,22809600.0,172183350.0,149306250.0,67500.0,22809600.0,138931200.0,962150400.0,72360.0,159667200.0,1121889960.0,149306250.0,67500.0,22809600.0,172183350.0,1433004510.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,22.130985,64,1416383040.0,0.0,1.43300451,31.713801315742348,0.0429901353
1080p,1920,1080,128,128,7,8,4096,200.0,is,54887985.0,0.0,138931200,160444800.0,120268800.0,17366400.0,22809600.0,143175600.0,120312000.0,54000.0,22809600.0,138931200.0,962150400.0,138931200.0,159667200.0,1260748800.0,120312000.0,54000.0,22809600.0,143175600.0,1542855600.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,54.887985,64,3512831040.0,0.0,1.5428556,84.684235029966,0.046285668
1080p,1920,1080,128,128,7,8,4096,200.0,os,22923360.0,0.0,138931200,152150400.0,120268800.0,17366400.0,14515200.0,126613800.0,120312000.0,81000.0,6220800.0,138931200.0,962150400.0,138931200.0,101606400.0,1202688000.0,120312000.0,81000.0,6220800.0,126613800.0,1468233000.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,22.92336,64,1467095040.0,0.0,1.468233,33.656833622879994,0.04404699
1080p,1920,1080,128,128,7,8,4096,200.0,ws,19549365.0,0.0,138931200,143087445.0,120268800.0,9045.0,22809600.0,172212600.0,149322000.0,81000.0,22809600.0,138931200.0,962150400.0,72360.0,159667200.0,1121889960.0,149322000.0,81000.0,22809600.0,172212600.0,1433033760.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,19.549364999999998,64,1251159360.0,0.0,1.43303376,28.014900031562398,0.0429910128
1080p,1920,1080,128,128,7,8,4096,800.0,is,54351360.0,0.0,138931200,160444800.0,120268800.0,17366400.0,22809600.0,143421600.0,120396000.0,216000.0,22809600.0,138931200.0,962150400.0,138931200.0,159667200.0,1260748800.0,120396000.0,216000.0,22809600.0,143421600.0,1543101600.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,54.35136,64,3478487040.0,0.0,1.5431016,83.869670578176,0.046293048
1080p,1920,1080,128,128,7,8,4096,800.0,os,22449000.0,0.0,138931200,152150400.0,120268800.0,17366400.0,14515200.0,126832800.0,120396000.0,216000.0,6220800.0,138931200.0,962150400.0,138931200.0,101606400.0,1202688000.0,120396000.0,216000.0,6220800.0,126832800.0,1468452000.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,22.449,64,1436736000.0,0.0,1.468452,32.965278948000005,0.04405356
1080p,1920,1080,128,128,7,8,4096,800.0,ws,18903885.0,0.0,138931200,143087445.0,120268800.0,9045.0,22809600.0,172377600.0,149352000.0,216000.0,22809600.0,138931200.0,962150400.0,72360.0,159667200.0,1121889960.0,149352000.0,216000.0,22809600.0,172377600.0,1433198760.0,2.1708000000000003,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,18.903885,64,1209848640.0,0.0,1.43319876,27.093024541182597,0.0429959628
1080p,1920,1080,128,128,7,16,256,50.0,is,83821275.0,52810440.0,138931200,141393600.0,120268800.0,8683200.0,12441600.0,3951104850.0,3938643000.0,20250.0,12441600.0,138931200.0,962150400.0,69465600.0,87091200.0,1118707200.0,3938643000.0,20250.0,12441600.0,3951104850.0,5208743250.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,83.821275,256,21458246400.0,63.00362288691027,5.20874325,436.6035003626438,0.1562622975
1080p,1920,1080,128,128,7,16,256,50.0,os,22277610.0,6542745.0,138931200,143467200.0,120268800.0,8683200.0,14515200.0,794431050.0,788082000.0,128250.0,6220800.0,138931200.0,962150400.0,69465600.0,101606400.0,1133222400.0,788082000.0,128250.0,6220800.0,794431050.0,2066584650.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,22.27761,256,5703068160.0,29.369151358696016,2.06658465,46.038566864686494,0.0619975395
1080p,1920,1080,128,128,7,16,256,50.0,ws,10824285.0,0.0,138931200,132719445.0,120268800.0,9045.0,12441600.0,139793850.0,127224000.0,128250.0,12441600.0,138931200.0,962150400.0,72360.0,87091200.0,1049313960.0,127224000.0,128250.0,12441600.0,139793850.0,1328039010.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,10.824285,256,2771016960.0,0.0,1.32803901,14.375072735357849,0.0398411703
1080p,1920,1080,128,128,7,16,256,200.0,is,32444880.0,1753170.0,138931200,141393600.0,120268800.0,8683200.0,12441600.0,3957825600.0,3945330000.0,54000.0,12441600.0,138931200.0,962150400.0,69465600.0,87091200.0,1118707200.0,3945330000.0,54000.0,12441600.0,3957825600.0,5215464000.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,32.444880000000005,256,8305889280.0,5.403533623795187,5.215464,169.21510362432002,0.15646392
1080p,1920,1080,128,128,7,16,256,200.0,os,15403050.0,0.0,138931200,143467200.0,120268800.0,8683200.0,14515200.0,795775800.0,789420000.0,135000.0,6220800.0,138931200.0,962150400.0,69465600.0,101606400.0,1133222400.0,789420000.0,135000.0,6220800.0,795775800.0,2067929400.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,15.40305,256,3943180800.0,0.0,2.0679294,31.852419944670004,0.062037882
1080p,1920,1080,128,128,7,16,256,200.0,ws,10505160.0,0.0,138931200,132719445.0,120268800.0,9045.0,12441600.0,140016600.0,127440000.0,135000.0,12441600.0,138931200.0,962150400.0,72360.0,87091200.0,1049313960.0,127440000.0,135000.0,12441600.0,140016600.0,1328261760.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,10.50516,256,2689320960.0,0.0,1.32826176,13.9536023106816,0.0398478528
1080p,1920,1080,128,128,7,16,256,800.0,is,30611850.0,0.0,138931200,141393600.0,120268800.0,8683200.0,12441600.0,3971361600.0,3958704000.0,216000.0,12441600.0,138931200.0,962150400.0,69465600.0,87091200.0,1118707200.0,3958704000.0,216000.0,12441600.0,3971361600.0,5229000000.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,30.61185,256,7836633600.0,0.0,5.229,160.06936365,0.15687
1080p,1920,1080,128,128,7,16,256,800.0,os,15320085.0,0.0,138931200,143467200.0,120268800.0,8683200.0,14515200.0,798532800.0,792096000.0,216000.0,6220800.0,138931200.0,962150400.0,69465600.0,101606400.0,1133222400.0,792096000.0,216000.0,6220800.0,798532800.0,2070686400.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,15.320085,256,3921941760.0,0.0,2.0706864,31.723091656344003,0.062120592
1080p,1920,1080,128,128,7,16,256,800.0,ws,10425300.0,0.0,138931200,132719445.0,120268800.0,9045.0,12441600.0,140529600.0,127872000.0,216000.0,12441600.0,138931200.0,962150400.0,72360.0,87091200.0,1049313960.0,127872000.0,216000.0,12441600.0,140529600.0,1328774760.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,10.4253,256,2668876800.0,0.0,1.32877476,13.852875505427999,0.0398632428
1080p,1920,1080,128,128,7,16,1024,50.0,is,31844715.0,0.0,138931200,141393600.0,120268800.0,8683200.0,12441600.0,633057600.0,620595750.0,20250.0,12441600.0,138931200.0,962150400.0,69465600.0,87091200.0,1118707200.0,620595750.0,20250.0,12441600.0,633057600.0,1890696000.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,31.844715000000004,256,8152247040.0,0.0,1.890696,60.208675271640004,0.05672088
1080p,1920,1080,128,128,7,16,1024,50.0,os,16427505.0,0.0,138931200,143467200.0,120268800.0,8683200.0,14515200.0,230380800.0,224031750.0,128250.0,6220800.0,138931200.0,962150400.0,69465600.0,101606400.0,1133222400.0,224031750.0,128250.0,6220800.0,230380800.0,1502534400.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,16.427505,256,4205441280.0,0.0,1.5025344,24.682891368672,0.045076032
1080p,1920,1080,128,128,7,16,1024,50.0,ws,11885730.0,0.0,138931200,132719445.0,120268800.0,9045.0,12441600.0,163001850.0,150432000.0,128250.0,12441600.0,138931200.0,962150400.0,72360.0,87091200.0,1049313960.0,150432000.0,128250.0,12441600.0,163001850.0,1351247010.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,11.88573,256,3042746880.0,0.0,1.35124701,16.0605571241673,0.0405374103
1080p,1920,1080,128,128,7,16,1024,200.0,is,30900180.0,0.0,138931200,141393600.0,120268800.0,8683200.0,12441600.0,633486600.0,620991000.0,54000.0,12441600.0,138931200.0,962150400.0,69465600.0,87091200.0,1118707200.0,620991000.0,54000.0,12441600.0,633486600.0,1891125000.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,30.90018,256,7910446080.0,0.0,1.891125,58.4361029025,0.05673375
1080p,1920,1080,128,128,7,16,1024,200.0,os,15576240.0,0.0,138931200,143467200.0,120268800.0,8683200.0,14515200.0,230530800.0,224175000.0,135000.0,6220800.0,138931200.0,962150400.0,69465600.0,101606400.0,1133222400.0,224175000.0,135000.0,6220800.0,230530800.0,1502684400.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,15.57624,256,3987517440.0,0.0,1.5026844,23.406172858656,0.045080532
1080p,1920,1080,128,128,7,16,1024,200.0,ws,10770555.0,0.0,138931200,132719445.0,120268800.0,9045.0,12441600.0,163104600.0,150528000.0,135000.0,12441600.0,138931200.0,962150400.0,72360.0,87091200.0,1049313960.0,150528000.0,135000.0,12441600.0,163104600.0,1351349760.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,10.770555,256,2757262080.0,0.0,1.35134976,14.5547869143168,0.0405404928
1080p,1920,1080,128,128,7,16,1024,800.0,is,30664005.0,0.0,138931200,141393600.0,120268800.0,8683200.0,12441600.0,635229600.0,622572000.0,216000.0,12441600.0,138931200.0,962150400.0,69465600.0,87091200.0,1118707200.0,622572000.0,216000.0,12441600.0,635229600.0,1892868000.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,30.664005,256,7849985280.0,0.0,1.892868,58.04291381634,0.05678604
1080p,1920,1080,128,128,7,16,1024,800.0,os,15363480.0,0.0,138931200,143467200.0,120268800.0,8683200.0,14515200.0,231184800.0,224748000.0,216000.0,6220800.0,138931200.0,962150400.0,69465600.0,101606400.0,1133222400.0,224748000.0,216000.0,6220800.0,231184800.0,1503338400.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,15.363480000000001,256,3933050880.0,0.0,1.5033384,23.096509441632,0.045100152
1080p,1920,1080,128,128,7,16,1024,800.0,ws,10491720.0,0.0,138931200,132719445.0,120268800.0,9045.0,12441600.0,163569600.0,150912000.0,216000.0,12441600.0,138931200.0,962150400.0,72360.0,87091200.0,1049313960.0,150912000.0,216000.0,12441600.0,163569600.0,1351814760.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,10.491719999999999,256,2685880320.0,0.0,1.35181476,14.182861953787198,0.0405544428
1080p,1920,1080,128,128,7,16,4096,50.0,is,33239595.0,0.0,138931200,141393600.0,120268800.0,8683200.0,12441600.0,132740850.0,120279000.0,20250.0,12441600.0,138931200.0,962150400.0,69465600.0,87091200.0,1118707200.0,120279000.0,20250.0,12441600.0,132740850.0,1390379250.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,33.239594999999994,256,8509336320.0,0.0,1.39037925,46.215643166403744,0.0417113775
1080p,1920,1080,128,128,7,16,4096,50.0,os,17822385.0,0.0,138931200,143467200.0,120268800.0,8683200.0,14515200.0,126628050.0,120279000.0,128250.0,6220800.0,138931200.0,962150400.0,69465600.0,101606400.0,1133222400.0,120279000.0,128250.0,6220800.0,126628050.0,1398781650.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,17.822385,256,4562530560.0,0.0,1.39878165,24.929625097235252,0.0419634495
1080p,1920,1080,128,128,7,16,4096,50.0,ws,13713435.0,0.0,138931200,132719445.0,120268800.0,9045.0,12441600.0,165868350.0,153298500.0,128250.0,12441600.0,138931200.0,962150400.0,72360.0,87091200.0,1049313960.0,153298500.0,128250.0,12441600.0,165868350.0,1354113510.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,13.713434999999999,256,3510639360.0,0.0,1.35411351,18.569547602006846,0.0406234053
1080p,1920,1080,128,128,7,16,4096,200.0,is,31248900.0,0.0,138931200,141393600.0,120268800.0,8683200.0,12441600.0,132807600.0,120312000.0,54000.0,12441600.0,138931200.0,962150400.0,69465600.0,87091200.0,1118707200.0,120312000.0,54000.0,12441600.0,132807600.0,1390446000.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,31.2489,256,7999718400.0,0.0,1.390446,43.4499080094,0.04171338
1080p,1920,1080,128,128,7,16,4096,200.0,os,15924960.0,0.0,138931200,143467200.0,120268800.0,8683200.0,14515200.0,126667800.0,120312000.0,135000.0,6220800.0,138931200.0,962150400.0,69465600.0,101606400.0,1133222400.0,120312000.0,135000.0,6220800.0,126667800.0,1398821400.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,15.924959999999999,256,4076789760.0,0.0,1.3988214,22.276174842144,0.041964642
1080p,1920,1080,128,128,7,16,4096,200.0,ws,11227410.0,0.0,138931200,132719445.0,120268800.0,9045.0,12441600.0,165900600.0,153324000.0,135000.0,12441600.0,138931200.0,962150400.0,72360.0,87091200.0,1049313960.0,153324000.0,135000.0,12441600.0,165900600.0,1354145760.0,0.5427000000000001,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,11.22741,256,2874216960.0,0.0,1.35414576,15.203549647281601,0.0406243728
